"SMILES", "Ki"
"COc1ccc2n(cc(-c3nc(N)sc3C)c2c1)S(=O)(=O)c1ccc2ccccc2c1",
"CCc1nc(NC(C)=O)[nH]c1-c1cn(c2ccc(OC)cc12)S(=O)(=O)c1ccccc1","10000.0"
"COc1ccc2n(cc(-c3[nH]c(NC(=O)Cc4ccccc4)nc3C)c2c1)S(=O)(=O)c1ccccc1","10000.0"
"CCC(=O)Nc1nc(C)c([nH]1)-c1cn(c2ccc(OC)cc12)S(=O)(=O)c1cccc2ccccc12",
"CCC(=O)Nc1nc(C)c([nH]1)-c1cn(c2ccc(OC)cc12)S(=O)(=O)c1ccc2ccccc2c1","10000.0"
"CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12","47.86"
"CN(C)CCSc1nc2c3ccccc3sc2c(=O)[nH]1","10000.0"
"COc1ccc2[nH]cc(C3CCN(CCCCN4C(=O)CC(C4=O)c4c[nH]c5ccccc45)CC3)c2c1","345.0"
"FC(F)(F)c1cccc(c1)N1CCN(CCC2CCN(CC2)S(=O)(=O)c2cccc3ncccc23)CC1","56.0"
"Cn1c2CN(CCCCC34CCCc5cccc(NC3=O)c45)CCc2c2ccccc12","19.05"
"O=C1Nc2cccc3CCCC1(CCCCN1CCC(CC1)c1ccccc1)c23","3.981"
"Oc1ccc(cc1)-c1ccc(CNCCc2c[nH]c3ccccc23)o1","1622.0"
"COc1ccc2[nH]c(C)c(CCNCc3ccc(o3)-c3ccc(O)cc3)c2c1","5316.0"
"FC(F)C(F)(F)COc1cccc(CNCCc2c[nH]c3cc(F)ccc23)c1","8635.0"
"CNC(=O)Cn1c2CCN(CCCCC34CCCc5cccc(NC3=O)c45)Cc2c2ccccc12","3.54"
"CSc1ccc2Sc3ccccc3CC(N3CCN(C)CC3)c2c1","1.0"
"Cl.O=C(CCCCCN1CCCCCC1)n1c2ccccc2c2ccccc12","616.6"
"Cl.COc1ccccc1N1CCN(CCCCCC(=O)n2c3ccccc3c3ccccc23)CC1","74.13"
"Cl.CN(CCCCCC(=O)n1c2ccccc2c2ccccc12)Cc1ccccc1","602.56"
"COc1ccc(cc1)-n1c2ccccc2n(CCCCN2CCN(CC2)c2ccccc2OC)c1=O","267.0"
"FC(F)(F)c1ccc2ccn(CCN3CCCN4CCCCC4C3)c2c1","7.0"
"COc1ccc2[nH]cc(CCN(C)C)c2c1","30.0"
"COc1ccccc1CC(N1CCNCC1)c1ccccc1","840.0"
"C(CCOc1cccc2ccccc12)CCN1CCCCCC1","2797.0"
"Fc1ccc2c(noc2c1)C1CCN(CCCNS(=O)(=O)c2csc3ccccc23)CC1","0.9"
"OC12C3C4C5C3C(C3C5CC4C13)N2Cc1cccc(F)c1",
"COc1ccc(cc1)-c1ccccc1N1CCN(CCCCCC(=O)NCc2cccnc2)CC1","12.7"
"CCC1(CCCCN2CCN(CC2)c2ccc(Cl)c(Cl)c2)C(=O)Nc2ccccc12","0.63"
"Cl.Oc1ccccc1N1CCN(CCCCCC(=O)n2c3ccccc3c3ccccc23)CC1","38.0"
"Cl.Oc1ccccc1N1CCN(CCCCC(=O)n2c3ccccc3c3ccccc23)CC1","86.0"
"Cl.CN1CCN(CCCCCC(=O)n2c3ccccc3c3ccccc23)CC1","1910.0"
"NCCc1c[nH]c2ccc(cc12)C(N)=O","0.4"
"CCC1(CCCCN2CCN(CC2)c2cccc(Cl)c2)C(=O)Nc2ccc(F)cc12","2.11"
"CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1","0.3388"
"Cl.Oc1ccccc1N1CCN(CCCCCC(=O)n2c3ccccc3c3ccccc23)CC1","38.02"
"Cl.Oc1ccccc1N1CCN(CCCCCC(=O)n2c3ccccc3c3ccccc23)CC1","38.0"
"Oc1nc2ccccc2n1C1CCN(CC[C@H]2CCCN2S(=O)(=O)c2ccc3cc[nH]c3c2)CC1","0.7079"
"Fc1ccc2c(noc2c1)C1CCN(CCCCNS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1","3.2"
"Fc1ccc2c(noc2c1)C1CCN(CCCCNS(=O)(=O)c2csc3ccccc23)CC1","4.3"
