SMILES,Ki,Klek
COc1ccc(CCN2CCC(CC2)Nc2nc3ccccc3n2Cc2ccc(F)cc2)cc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658DCB80>
Oc1ccc(cc1)-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658DCBD0>
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658DCC20>
NC[C@H](O)c1cc(O)c(O)cc1F,117000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658DCC70>
NCC(CC(O)=O)c1ccc(Cl)cc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658DCCC0>
Cc1cc(O)cc(C)c1Cl,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658DCD10>
COCCc1ccc(OC[C@@H](O)CNCCc2ccc(OCCCSSCCN)c(OC)c2)cc1,20.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658DCD60>
Cc1ccnc2N(C3CC3)c3ncccc3C(=O)Nc12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658DCDB0>
CC(C)NCC(O)c1ccccc1Cl,1370.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658DCE00>
COc1cc(CCNC[C@H](O)COc2ccc(COCCOC(C)C)cc2)ccc1OCCSSCCN,51.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658DCE50>
CC(C)NCC(O)COc1cccc2ccccc12,3.69,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658DCEF0>
CC[C@H](Cc1ccc(OC)cc1)NC[C@H](O)c1cc(O)cc(O)c1,420.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658DCF40>
CC(C)NCC(O)COc1cccc2ccccc12,0.46,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658DCF90>
CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658DCEA0>
Cn1cc(nc1-c1ccc(OC[C@@H](O)CNCCOc2ccc(OCCSSCCN)c(c2)C(N)=O)cc1)C(F)(F)F,2000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E40E0>
COc1ccccc1N1CCNCC1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4130>
C[C@H](Cc1ccc(OCC(O)=O)cc1)NC[C@H](O)c1cccc(Cl)c1,2850.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4180>
OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4040>
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNC1CCN(CC1)c1ccc(cc1)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,480.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4090>
C[C@H](Cc1ccc(N)cc1)NC[C@H](O)c1cc(O)cc(O)c1,1860.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E41D0>
O[C@@H](CNCCCN1CCC(CC1)OC(=O)Nc1ccccc1-c1ccccc1)c1ccc(O)c2[nH]c(=O)ccc12,19.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4220>
OC(CNCCCCCCCCCN1CCC(CC1)NC(=O)Nc1ccccc1-c1ccccc1)c1ccc(O)c2[nH]c(=O)ccc12,115.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4270>
CCC1(CCC(=O)NC1=O)c1ccc(N)cc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E42C0>
OC(COc1ccccc1CC=C)CN1CCN(CCN2C(=O)c3cccc4cccc(C2=O)c34)CC1,150.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4310>
Cc1c(C)c2OC(C)(COc3ccc(CC4SC(=O)NC4=O)cc3)CCc2c(C)c1O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4360>
CC(C)(Sc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)Sc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E43B0>
O[C@@H](CNCCCCCOc1cccc(c1)C(NC(=O)O[C@H]1CN2CCC1CC2)c1ccccc1)c1ccc(O)c2[nH]c(=O)ccc12,0.02512,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4400>
[Cl-].CN(C)c1ccc(cc1)C(=C1C=CC(C=C1)=[N+](C)C)c1ccc(cc1)N(C)C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4450>
C[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E44A0>
CC(C)NC[C@H](O)COc1ccccc1CCC(=O)NCCNC(=O)CCc1ccccc1OC[C@@H](O)CNC(C)C,11.75,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E44F0>
CC(C)NC[C@H](O)COc1ccccc1CCCC(=O)NCCNC(=O)CCCc1ccccc1OC[C@@H](O)CNC(C)C,0.7586,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4540>
COc1cc2CCN(C)C3Cc4cc5OCOc5cc4-c(c1OC)c23,10000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4590>
NC[C@H](O)c1ccc(O)c(O)c1F,3326000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E45E0>
NC(=O)NO,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4630>
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(O)(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4680>
Cc1ccc2nc(CNCCCOc3ccccc3)cc(O)c2c1,1000000000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E46D0>
CC(C)Cc1ccc(cc1)[C@@H](C)C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4720>
Cl.CNCC(O)COc1ccc(cc1)S(=O)(=O)NCCc1ccccc1,39810.72,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4770>
Cc1csc2ncnc(N3CCC(CC3)NCC(O)COc3ccc(O)c(CO)c3)c12,223.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E47C0>
OC(CNC1CCN(CC1)c1ncnc2scc(-c3ccccc3)c12)COc1cccc(O)c1,6.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4810>
CCN(CC)CC(=O)Nc1c(C)cccc1C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4860>
CC(C)n1c(\\C=C\\C(O)CC(O)CC(O)=O)c(-c2ccc(F)cc2)c2ccccc12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E48B0>
CC(=O)Nc1nnc(s1)S(N)(=O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4900>
Cc1c(sc2ncnc(N3CCC(CC3)NCC(O)COc3ccc(O)c(CO)c3)c12)-c1ccccc1,94.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4950>
CCc1cc(O)ccc1OCC(O)CNC1CCN(CC1)c1ncnc2scc(-c3ccccc3)c12,7.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E49A0>
CC(C)c1ccccc1OCC(O)CNC1CCN(CC1)c1ncnc2scc(-c3ccccc3)c12,10.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E49F0>
COc1cc-2c(C[C@@H]3N(C)CCc4cc(OC)c(OC)c-2c34)cc1O,950.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4A40>
OC(CCN1CCCCC1)(C1CCCCC1)c1ccccc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4A90>
Clc1cc2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4AE0>
OC(=O)c1ccccc1O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4B30>
CC(C)NCC(O)c1ccc(O)c(O)c1,169.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4B80>
NNC(=O)c1ccncc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4BD0>
CC[C@]1(O)C[C@H]2CN(C1)CCc1c([nH]c3ccccc13)[C@@](C2)(C(=O)OC)c1cc2c(cc1OC)N(C=O)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4C20>
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4C70>
Clc1cccc(Cl)c1NC1=NCCN1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4CC0>
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4D10>
COc1ccccc1N1CCN(CCn2c(=O)[nH]c3c4ccccc4[nH]c3c2=O)CC1,100000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4D60>
O[C@@H](CNC1CCCCC1C1CCCCC1)c1ccc(O)c2[nH]c(=O)sc12,151.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4DB0>
COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,0.03,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4E00>
COc1ccc(C[C@H](C)NC[C@@H](O)c2cc(O)cc(O)c2)cc1,15900.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4E50>
CC(C)NCC(O)COc1ccccc1CC=C,1.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4EF0>
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]33CCC(=O)O3)[C@H]12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4F40>
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]2(C)C=CC(=O)C=C12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4F90>
O[C@@H](CNC12CC3CC(CC(C3)C1)C2)COc1cccc2[nH]ccc12,6.63,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E4EA0>
O=c1[nH]c2ccccc2c2ccccc12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E10E0>
C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1130>
OCc1cc(ccc1O)C(O)CNCCCCCCOCCCCc1ccccc1,0.25,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E11D0>
CC(NC1CC(C1)c1ccc(F)cc1)c1ccc(Cl)cc1,7890.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1090>
Cc1nnc2CN=C(c3ccccc3)c3cc(Cl)ccc3-n12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1040>
CC[C@@H](Cc1ccc(OC)cc1)NC[C@H](O)c1cc(O)cc(O)c1,4300.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1180>
O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CCC1)c45,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1220>
COc1ccc(cc1)C(CN(C)C)C1(O)CCCCC1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1270>
[Br-].CCCCCCCCCCCCCCCC[n+]1ccccc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E12C0>
NC[C@H](O)c1ccc(O)c(O)c1F,1160000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1310>
C[C@H](Cc1cccc2ccccc12)NC[C@H](O)c1cc(O)cc(O)c1,241.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1360>
COc1ccc(cc1)C1C(=O)c2ccccc2C1=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E13B0>
COc1ccc(C[C@H](C)NC[C@H](O)c2cc(O)cc(O)c2)c2ccccc12,320.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1400>
COC(=O)c1ccc(Nc2ccc(CCNCC(O)c3ccc(O)c(CO)c3)cc2)cc1,251.19,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1450>
COc1ccc2n(C)cc(CCN)c2c1,36200.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E14A0>
OC(=O)CCCCCN1CCC(CNC(=O)c2c3OCCCn3c3ccccc23)CC1,10000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E14F0>
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1540>
Fc1ccc(cc1)[C@@H]1CCNC[C@H]1COc1ccc2OCOc2c1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1590>
C[C@H]1OC=C2C(O)=C(C(O)=O)C(=O)C(C)=C2[C@@H]1C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E15E0>
CC1(COC1)NCc1cc2ccccc2s1,1000000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1630>
NC[C@H](O)c1ccc(O)c(O)c1F,2000000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1680>
O[C@@H](CNCCCN(Cc1ccccc1)C(=O)c1ccc(COc2cccc(c2)-c2ccc(cc2)[C@@H](NC(=O)O[C@H]2CN3CCC2CC3)c2ccccc2)cc1)c1ccc(O)c2[nH]c(=O)ccc12,0.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E16D0>
C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1720>
Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1770>
O[C@@H](CNCCOc1ccc(cc1)-c1coc(COCc2ccccc2)n1)c1cccnc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E17C0>
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1810>
Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,14.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1860>
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(O)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E18B0>
OC(CNC1CCN(CC1)c1ncnc2scc(-c3ccc(F)cc3)c12)COc1ccccc1,19.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1900>
Cl.CC(C)(C)NCC(O)COc1ccc(cc1)C(=O)NCCc1ccc(cc1)S(N)(=O)=O,100000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E19F0>
Cl.CNCC(O)COc1ccc(cc1)S(=O)(=O)NC(C)C,31622.78,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E19A0>
Cl.CNCC(O)COc1ccc(cc1)S(=O)(=O)NCc1ccccc1,100000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1950>
Cl.CNCC(O)COc1ccc(cc1)S(N)(=O)=O,100000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1A40>
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1A90>
CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccccc4cc3Cn1c2=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1B80>
COc1ccc(CCNC[C@H](O)c2cc(O)cc(O)c2)cc1,2670.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1AE0>
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,0.2089,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1B30>
Cc1c(oc2c(cccc2c1=O)C(=O)OCCN1CCCCC1)-c1ccccc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1BD0>
CC[C@H]1c2cc(C)ccc2OC[C@@]1(C)N,10000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1C20>
OCc1cc(ccc1O)C(O)CNCCc1ccc(Nc2cccc3ccccc23)cc1,6309.57,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1CC0>
CCCNC(C)C(=O)Nc1ccccc1C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1C70>
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1D10>
Nc1cc(c[nH]c1=O)-c1ccncc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1D60>
COc1cc(CCNC[C@@H](O)COc2ccc(O)c(O)c2)ccc1OCCCc1ccccc1,120.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1DB0>
CC(C)c1c(C(=O)Nc2ccccc2)c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(O)=O)-c1ccccc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1E00>
Cc1ncc2nccn2c1-c1ccc(Oc2nccc3occc23)cc1C(F)(F)F,10000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1E50>
C[C@@H](Cc1cccc2ccccc12)NC[C@@H](O)c1cc(O)cc(O)c1,2540.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1EF0>
C[C@H](Cc1ccccc1)NC[C@@H](O)c1cc(O)cc(O)c1,23100.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1F40>
OC(CNC1CCN(CC1)c1ncnc2scc(-c3ccccc3)c12)COc1cccc(c1)C(O)=O,10000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1F90>
OC(CNC1CCN(CC1)c1ncnc2scc(-c3ccccc3)c12)COc1cccc(OC(F)(F)F)c1,68.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E1EA0>
O[C@@H](CNCCOc1ccc(cc1)-c1csc(n1)-c1ccncc1)c1cccnc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E70E0>
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(CCC[C@]12C)=CC=C1C[C@@H](O)C[C@H](O)C1=C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7130>
CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,5623.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7180>
Cc1nc2CCCCn2c(=O)c1CCN1CCC(CC1)c1noc2cc(F)ccc12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7040>
OCc1cc(ccc1O)C(O)CNCCc1ccc(Nc2ccc3CCCc3c2)cc1,794.33,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7220>
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E71D0>
COc1ccccc1OCCNC[C@@H](O)c1cccc2[nH]c3ccccc3c12,170.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7090>
COc1ccc(C[C@H](C)NC[C@@H](O)c2cc(O)cc(O)c2)cc1,2870.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7270>
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E72C0>
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7360>
NC(CO)(CO)CO,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7310>
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E73B0>
C[N+](C)(C)C[C@H](O)CC([O-])=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7400>
CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7450>
NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C(Cl)Cl)cc1Cl,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E74A0>
Clc1ccccc1CN1CCc2sccc2C1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E74F0>
COCc1c(nc(C(C)C)c(\\C=C\\[C@@H](O)C[C@@H](O)CC(O)=O)c1-c1ccc(F)cc1)C(C)C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7540>
C[C@H](Cc1ccccc1)N(C)CC#C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7590>
Oc1c(I)cc(I)c2cccnc12,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E75E0>
COc1ccc(C[C@@H](C)NC[C@H](O)c2cc(O)cc(O)c2)cc1,4.09,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7630>
OC(=O)C(Cl)(Cl)Cl,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7680>
CC(N)C12CC3CC(CC(C3)C1)C2,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E76D0>
OC(COc1cccc2[nH]c3ccccc3c12)CN1CCC(CC1)C(=O)c1ccc(F)cc1,0.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7720>
OC(COc1cccc2[nH]c3ccccc3c12)CN1CCC(Cc2ccccc2)CC1,0.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7770>
CO[C@]12[C@H]3N[C@H]3CN1C1=C([C@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E77C0>
CC(N)Cc1c[nH]c2ccccc12,10000.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7810>
CC(=O)Nc1cccc(O)c1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7860>
OC(CNC1CCN(CC1)c1ncnc2scc(-c3ccccc3)c12)COc1cccc(c1)C(=O)N1CCOCC1,135.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E78B0>
CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7900>
NC(=O)Nc1cccc(OCC(O)CNC2CCN(CC2)c2ncnc3scc(-c4ccccc4)c23)c1,139.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7950>
C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E79A0>
CCC1(C(=O)NCNC1=O)c1ccccc1,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E79F0>
CN1c2ccc(cc2C(=NCC1=O)c1ccccc1)[N+]([O-])=O,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7A40>
CC(N)COc1c(C)cccc1C,,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000022B658E7A90>
