D2 geenrated ligands docking res;D2 chembl ligands;dd2 random zinc docking score
-4.127;-7.204;
-4.126;-7.203;
-4.125;-7.203;
-4.118;-7.203;
-4.117;-7.203;
-4.116;-7.202;
-4.116;-7.201;
-4.115;-7.201;
-4.115;-7.201;
-4.113;-7.201;
-4.112;-7.201;
-4.11;-7.2;
-4.109;-7.2;
-4.108;-7.198;
-4.106;-7.198;
-4.106;-7.198;
-4.106;-7.197;
-4.105;-7.197;
-4.104;-7.197;
-4.102;-7.196;
-4.1;-7.196;
-4.098;-7.196;
-4.098;-7.196;
-4.098;-7.196;
-4.097;-7.196;
-4.096;-7.196;
-4.091;-7.195;
-4.089;-7.195;
-4.089;-7.195;
-4.089;-7.195;
-4.088;-7.195;
-4.088;-7.194;
-4.087;-7.194;
-4.081;-7.194;
-4.08;-7.194;
-4.08;-7.194;
-4.077;-7.193;
-4.075;-7.193;
-4.075;-7.193;
-4.074;-7.193;
-4.074;-7.193;
-4.072;-7.192;
-4.072;-7.192;
-4.071;-7.192;
-4.068;-7.192;
-4.067;-7.191;
-4.065;-7.191;
-4.064;-7.191;
-4.064;-7.191;
-4.062;-7.191;
-4.062;-7.19;
-4.062;-7.19;
-4.061;-7.19;
-4.057;-7.188;
-4.057;-7.188;
-4.054;-7.187;
-4.054;-7.187;
-4.054;-7.187;
-4.05;-7.187;
-4.05;-7.186;
-4.05;-7.186;
-4.048;-7.185;
-4.048;-7.185;
-4.048;-7.184;
-4.048;-7.184;
-4.047;-7.184;
-4.047;-7.184;
-4.046;-7.184;
-4.046;-7.184;
-4.045;-7.183;
-4.044;-7.182;
-4.044;-7.182;
-4.042;-7.182;
-4.04;-7.182;
-4.039;-7.182;
-4.039;-7.181;
-4.037;-7.18;
-4.037;-7.18;
-4.036;-7.18;
-4.035;-7.18;
-4.032;-7.179;
-4.032;-7.179;
-4.03;-7.179;
-4.028;-7.179;
-4.028;-7.179;
-4.028;-7.178;
-4.028;-7.178;
-4.027;-7.177;
-4.026;-7.177;
-4.025;-7.177;
-4.024;-7.177;
-4.023;-7.177;
-4.023;-7.176;
-4.02;-7.176;
-4.019;-7.176;
-4.017;-7.176;
-4.017;-7.176;
-4.016;-7.176;
-4.012;-7.176;
-4.01;-7.176;
-4.01;-7.176;
-4.009;-7.176;
-4.008;-7.176;
-4.006;-7.176;
-4.004;-7.176;
-4.003;-7.176;
-4.003;-7.176;
-4.002;-7.175;
-4.002;-7.175;
-4.002;-7.175;
-4.001;-7.175;
-4;-7.175;
-3.998;-7.175;
-3.997;-7.174;
-3.996;-7.174;
-3.996;-7.173;
-3.996;-7.173;
-3.995;-7.173;
-3.988;-7.173;
-3.988;-7.173;
-3.987;-7.172;
-3.987;-7.171;
-3.985;-7.171;
-3.984;-7.17;
-3.984;-7.17;
-3.984;-7.17;
-3.981;-7.169;
-3.98;-7.169;
-3.977;-7.168;
-3.974;-7.168;
-3.972;-7.168;
-3.972;-7.168;
-3.971;-7.168;
-3.97;-7.167;
-3.97;-7.167;
-3.965;-7.167;
-3.965;-7.167;
-3.963;-7.166;
-3.961;-7.165;
-3.958;-7.165;
-3.958;-7.164;
-3.957;-7.164;
-3.955;-7.164;
-3.954;-7.163;
-3.954;-7.163;
-3.951;-7.162;
-3.948;-7.162;
-3.946;-7.16;
-3.945;-7.16;
-3.941;-7.159;
-3.94;-7.159;
-3.94;-7.157;
-3.94;-7.157;
-3.938;-7.157;
-3.938;-7.157;
-3.937;-7.157;
-3.937;-7.157;
-3.937;-7.157;
-3.935;-7.156;
-3.932;-7.156;
-3.93;-7.155;
-3.928;-7.155;
-3.928;-7.155;
-3.927;-7.155;
-3.926;-7.154;
-3.926;-7.154;
-3.926;-7.154;
-3.924;-7.153;
-3.922;-7.153;
-3.921;-7.153;
-3.919;-7.153;
-3.918;-7.153;
-3.917;-7.152;
-3.916;-7.152;
-3.915;-7.152;
-3.911;-7.152;
-3.911;-7.152;
-3.911;-7.152;
-3.911;-7.152;
-3.906;-7.152;
-3.906;-7.152;
-3.903;-7.152;
-3.903;-7.152;
-3.902;-7.152;
-3.901;-7.152;
-3.9;-7.152;
-3.9;-7.152;
-3.898;-7.152;
-3.895;-7.152;
-3.892;-7.152;
-3.891;-7.152;
-3.89;-7.152;
-3.889;-7.152;
-3.889;-7.152;
-3.884;-7.152;
-3.883;-7.152;
-3.882;-7.152;
-3.88;-7.152;
-3.878;-7.152;
-3.877;-7.152;
-3.876;-7.152;
-3.875;-7.152;
-3.874;-7.152;
-3.873;-7.152;
-3.873;-7.152;
-3.871;-7.152;
-3.868;-7.152;
-3.866;-7.152;
-3.865;-7.152;
-3.864;-7.152;
-3.864;-7.152;
-3.863;-7.152;
-3.862;-7.152;
-3.861;-7.152;
-3.86;-7.152;
-3.86;-7.152;
-3.857;-7.152;
-3.857;-7.152;
-3.851;-7.152;
-3.85;-7.152;
-3.85;-7.152;
-3.848;-7.152;
-3.848;-7.152;
-3.847;-7.152;
-3.847;-7.152;
-3.847;-7.152;
-3.845;-7.152;
-3.843;-7.152;
-3.842;-7.152;
-3.842;-7.152;
-3.842;-7.152;
-3.842;-7.152;
-3.841;-7.152;
-3.84;-7.152;
-3.839;-7.151;
-3.839;-7.15;
-3.838;-7.15;
-3.837;-7.15;
-3.836;-7.15;
-3.836;-7.15;
-3.836;-7.15;
-3.836;-7.149;
-3.835;-7.149;
-3.83;-7.149;
-3.829;-7.148;
-3.829;-7.147;
-3.828;-7.147;
-3.824;-7.147;
-3.822;-7.146;
-3.822;-7.146;
-3.82;-7.145;
-3.819;-7.145;
-3.818;-7.145;
-3.816;-7.144;
-3.812;-7.144;
-3.812;-7.143;
-3.81;-7.143;
-3.809;-7.143;
-3.809;-7.143;
-3.808;-7.142;
-3.806;-7.142;
-3.806;-7.142;
-3.805;-7.142;
-3.805;-7.142;
-3.804;-7.142;
-3.798;-7.142;
-3.797;-7.141;
-3.797;-7.141;
-3.796;-7.141;
-3.795;-7.141;
-3.795;-7.14;
-3.793;-7.14;
-3.792;-7.14;
-3.791;-7.14;
-3.79;-7.14;
-3.788;-7.14;
-3.787;-7.139;
-3.787;-7.138;
-3.786;-7.137;
-3.785;-7.136;
-3.785;-7.136;
-3.784;-7.136;
-3.783;-7.136;
-3.779;-7.136;
-3.778;-7.136;
-3.778;-7.136;
-3.777;-7.134;
-3.777;-7.134;
-3.773;-7.133;
-3.77;-7.133;
-3.769;-7.133;
-3.769;-7.132;
-3.767;-7.132;
-3.766;-7.131;
-3.764;-7.131;
-3.763;-7.129;
-3.763;-7.129;
-3.763;-7.128;
-3.762;-7.128;
-3.762;-7.128;
-3.758;-7.128;
-3.75;-7.128;
-3.749;-7.128;
-3.748;-7.128;
-3.746;-7.128;
-3.745;-7.126;
-3.744;-7.126;
-3.744;-7.125;
-3.743;-7.125;
-3.742;-7.125;
-3.742;-7.125;
-3.742;-7.124;
-3.741;-7.124;
-3.74;-7.124;
-3.74;-7.124;
-3.739;-7.124;
-3.737;-7.124;
-3.735;-7.123;
-3.731;-7.123;
-3.73;-7.122;
-3.728;-7.121;
-3.728;-7.121;
-3.728;-7.121;
-3.726;-7.121;
-3.723;-7.121;
-3.722;-7.121;
-3.722;-7.12;
-3.721;-7.119;
-3.719;-7.119;
-3.718;-7.119;
-3.715;-7.119;
-3.714;-7.119;
-3.712;-7.119;
-3.712;-7.119;
-3.711;-7.119;
-3.708;-7.118;
-3.708;-7.118;
-3.707;-7.117;
-3.705;-7.117;
-3.705;-7.117;
-3.702;-7.117;
-3.702;-7.117;
-3.701;-7.117;
-3.694;-7.116;
-3.693;-7.116;
-3.691;-7.116;
-3.689;-7.116;
-3.683;-7.116;
-3.682;-7.115;
-3.681;-7.115;
-3.681;-7.114;
-3.679;-7.114;
-3.679;-7.114;
-3.677;-7.114;
-3.677;-7.113;
-3.676;-7.113;
-3.67;-7.113;
-3.67;-7.112;
-3.665;-7.112;
-3.664;-7.112;
-3.664;-7.112;
-3.663;-7.112;
-3.663;-7.112;
-3.66;-7.112;
-3.66;-7.111;
-3.659;-7.111;
-3.657;-7.11;
-3.657;-7.11;
-3.656;-7.11;
-3.652;-7.11;
-3.651;-7.109;
-3.651;-7.109;
-3.648;-7.109;
-3.642;-7.109;
-3.641;-7.108;
-3.639;-7.108;
-3.639;-7.108;
-3.638;-7.108;
-3.636;-7.108;
-3.635;-7.107;
-3.635;-7.107;
-3.634;-7.107;
-3.633;-7.106;
-3.631;-7.106;
-3.627;-7.106;
-3.627;-7.106;
-3.625;-7.106;
-3.624;-7.105;
-3.62;-7.105;
-3.618;-7.105;
-3.616;-7.105;
-3.615;-7.105;
-3.613;-7.105;
-3.611;-7.105;
-3.61;-7.105;
-3.609;-7.105;
-3.609;-7.104;
-3.608;-7.104;
-3.607;-7.104;
-3.601;-7.104;
-3.6;-7.104;
-3.6;-7.103;
-3.598;-7.103;
-3.592;-7.103;
-3.585;-7.102;
-3.583;-7.102;
-3.581;-7.102;
-3.577;-7.101;
-3.576;-7.101;
-3.572;-7.1;
-3.569;-7.1;
-3.569;-7.1;
-3.567;-7.1;
-3.56;-7.099;
-3.56;-7.099;
-3.557;-7.098;
-3.556;-7.098;
-3.552;-7.097;
-3.55;-7.097;
-3.549;-7.097;
-3.549;-7.097;
-3.549;-7.097;
-3.548;-7.097;
-3.542;-7.097;
-3.534;-7.096;
-3.533;-7.096;
-3.532;-7.096;
-3.531;-7.096;
-3.529;-7.095;
-3.528;-7.095;
-3.528;-7.095;
-3.524;-7.094;
-3.52;-7.094;
-3.516;-7.094;
-3.509;-7.093;
-3.508;-7.093;
-3.508;-7.093;
-3.504;-7.093;
-3.503;-7.093;
-3.498;-7.093;
-3.498;-7.093;
-3.497;-7.093;
-3.497;-7.093;
-3.496;-7.093;
-3.491;-7.093;
-3.489;-7.093;
-3.485;-7.092;
-3.479;-7.092;
-3.478;-7.092;
-3.476;-7.092;
-3.476;-7.091;
-3.475;-7.091;
-3.473;-7.091;
-3.472;-7.091;
-3.472;-7.091;
-3.47;-7.091;
-3.47;-7.091;
-3.469;-7.09;
-3.467;-7.089;
-3.464;-7.089;
-3.462;-7.089;
-3.455;-7.089;
-3.452;-7.088;
-3.451;-7.087;
-3.448;-7.087;
-3.443;-7.087;
-3.443;-7.087;
-3.44;-7.087;
-3.438;-7.086;
-3.438;-7.086;
-3.428;-7.086;
-3.427;-7.085;
-3.425;-7.085;
-3.421;-7.084;
-3.42;-7.084;
-3.416;-7.084;
-3.415;-7.082;
-3.413;-7.081;
-3.408;-7.08;
-3.407;-7.08;
-3.407;-7.08;
-3.403;-7.08;
-3.396;-7.079;
-3.389;-7.078;
-3.378;-7.078;
-3.376;-7.078;
-3.375;-7.077;
-3.375;-7.077;
-3.366;-7.077;
-3.358;-7.077;
-3.358;-7.077;
-3.358;-7.077;
-3.357;-7.077;
-3.351;-7.077;
-3.351;-7.076;
-3.349;-7.076;
-3.347;-7.075;
-3.345;-7.075;
-3.339;-7.075;
-3.337;-7.075;
-3.334;-7.074;
-3.332;-7.074;
-3.331;-7.073;
-3.328;-7.073;
-3.327;-7.073;
-3.326;-7.073;
-3.323;-7.072;
-3.317;-7.072;
-3.313;-7.071;
-3.296;-7.071;
-3.288;-7.071;
-3.284;-7.071;
-3.281;-7.071;
-3.275;-7.071;
-3.266;-7.07;
-3.262;-7.07;
-3.261;-7.069;
-3.261;-7.069;
-3.256;-7.069;
-3.255;-7.069;
-3.254;-7.068;
-3.254;-7.068;
-3.249;-7.068;
-3.249;-7.067;
-3.243;-7.067;
-3.24;-7.067;
-3.236;-7.066;
-3.229;-7.065;
-3.229;-7.065;
-3.228;-7.065;
-3.225;-7.065;
-3.223;-7.065;
-3.222;-7.065;
-3.214;-7.065;
-3.207;-7.064;
-3.206;-7.064;
-3.204;-7.062;
-3.204;-7.062;
-3.198;-7.062;
-3.188;-7.062;
-3.185;-7.061;
-3.184;-7.061;
-3.175;-7.061;
-3.171;-7.06;
-3.168;-7.06;
-3.167;-7.06;
-3.165;-7.06;
-3.163;-7.059;
-3.154;-7.059;
-3.149;-7.058;
-3.142;-7.057;
-3.133;-7.057;
-3.124;-7.057;
-3.121;-7.057;
-3.115;-7.057;
-3.114;-7.057;
-3.109;-7.057;
-3.105;-7.056;
-3.097;-7.056;
-3.095;-7.056;
-3.094;-7.056;
-3.091;-7.056;
-3.073;-7.054;
-3.07;-7.053;
-3.06;-7.053;
-3.056;-7.053;
-3.054;-7.052;
-3.045;-7.052;
-3.044;-7.051;
-3.031;-7.051;
-3.03;-7.049;
-3.029;-7.049;
-3.021;-7.049;
-3.005;-7.049;
-3;-7.048;
-2.99;-7.048;
-2.987;-7.047;
-2.982;-7.047;
-2.98;-7.047;
-2.979;-7.046;
-2.978;-7.045;
-2.966;-7.045;
-2.958;-7.045;
-2.953;-7.045;
-2.952;-7.044;
-2.95;-7.044;
-2.948;-7.043;
-2.947;-7.043;
-2.946;-7.043;
-2.945;-7.042;
-2.935;-7.042;
-2.935;-7.041;
-2.929;-7.041;
-2.926;-7.041;
-2.924;-7.041;
-2.917;-7.04;
-2.911;-7.04;
-2.906;-7.04;
-2.903;-7.039;
-2.898;-7.039;
-2.891;-7.039;
-2.885;-7.038;
-2.871;-7.036;
-2.852;-7.035;
-2.848;-7.035;
-2.845;-7.035;
-2.842;-7.034;
-2.839;-7.034;
-2.837;-7.034;
-2.837;-7.033;
-2.836;-7.033;
-2.827;-7.032;
-2.818;-7.032;
-2.818;-7.032;
-2.817;-7.031;
-2.801;-7.031;
-2.797;-7.031;
-2.79;-7.031;
-2.776;-7.03;
-2.776;-7.03;
-2.771;-7.03;
-2.77;-7.03;
-2.747;-7.03;
-2.744;-7.029;
-2.744;-7.028;
-2.738;-7.027;
-2.725;-7.026;
-2.713;-7.026;
-2.712;-7.025;
-2.707;-7.025;
-2.698;-7.025;
-2.697;-7.023;
-2.69;-7.023;
-2.689;-7.023;
-2.681;-7.023;
-2.678;-7.022;
-2.672;-7.022;
-2.671;-7.022;
-2.67;-7.021;
-2.665;-7.021;
-2.665;-7.021;
-2.66;-7.021;
-2.652;-7.021;
-2.645;-7.02;
-2.637;-7.02;
-2.637;-7.02;
-2.628;-7.019;
-2.626;-7.018;
-2.618;-7.016;
-2.607;-7.015;
-2.602;-7.014;
-2.595;-7.014;
-2.586;-7.014;
-2.585;-7.012;
-2.585;-7.011;
-2.582;-7.011;
-2.564;-7.011;
-2.539;-7.01;
-2.537;-7.01;
-2.535;-7.009;
-2.523;-7.007;
-2.51;-7.007;
-2.474;-7.006;
-2.473;-7.006;
-2.473;-7.006;
-2.454;-7.006;
-2.447;-7.006;
-2.445;-7.006;
-2.441;-7.006;
-2.436;-7.006;
-2.407;-7.006;
-2.399;-7.006;
-2.388;-7.006;
-2.371;-7.005;
-2.366;-7.005;
-2.361;-7.005;
-2.355;-7.004;
-2.346;-7.004;
-2.345;-7.004;
-2.34;-7.004;
-2.34;-7.003;
-2.339;-7.003;
-2.309;-7.003;
-2.285;-7.003;
-2.284;-7.001;
-2.262;-7.001;
-2.258;-7.001;
-2.247;-7.001;
-2.236;-7.001;
-2.221;-7.001;
-2.217;-7;
-2.19;-7;
-2.186;-7;
-2.173;-7;
-2.172;-7;
-2.166;-6.999;
-2.149;-6.999;
-2.134;-6.999;
-2.123;-6.999;
-2.121;-6.998;
-2.118;-6.998;
-2.105;-6.998;
-2.09;-6.997;
-2.087;-6.997;
-2.082;-6.997;
-2.08;-6.997;
-2.075;-6.996;
-2.064;-6.996;
-2.048;-6.996;
-2.048;-6.995;
-2.042;-6.994;
-2.034;-6.994;
-2.03;-6.994;
-1.997;-6.993;
-1.948;-6.993;
-1.947;-6.993;
-1.927;-6.992;
-1.927;-6.992;
-1.925;-6.992;
-1.89;-6.992;
-1.876;-6.991;
-1.876;-6.991;
-1.874;-6.991;
-1.87;-6.991;
-1.865;-6.99;
-1.857;-6.99;
-1.843;-6.989;
-1.815;-6.989;
-1.809;-6.988;
-1.802;-6.988;
-1.787;-6.988;
-1.787;-6.988;
-1.739;-6.986;
-1.724;-6.986;
-1.723;-6.985;
-1.685;-6.985;
-1.655;-6.985;
-1.62;-6.985;
-1.557;-6.985;
-1.544;-6.985;
-1.529;-6.985;
-1.485;-6.984;
-1.483;-6.984;
-1.457;-6.984;
-1.125;-6.984;
-1.1;-6.984;
-1.086;-6.984;
-0.65;-6.984;
-0.457;-6.984;
;-6.984;
;-6.984;
;-6.984;
;-6.984;
;-6.984;
;-6.984;
;-6.984;
;-6.984;
;-6.984;
;-6.984;
;-6.983;
;-6.983;
;-6.983;
;-6.983;
;-6.982;
;-6.98;
;-6.978;
;-6.978;
;-6.977;
;-6.976;
;-6.975;
;-6.974;
;-6.974;
;-6.974;
;-6.974;
;-6.974;
;-6.974;
;-6.974;
;-6.974;
;-6.974;
;-6.974;
;-6.973;
;-6.973;
;-6.973;
;-6.972;
;-6.972;
;-6.972;
;-6.972;
;-6.972;
;-6.971;
;-6.971;
;-6.971;
;-6.971;
;-6.971;
;-6.971;
;-6.971;
;-6.97;
;-6.97;
;-6.97;
;-6.969;
;-6.969;
;-6.968;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.967;
;-6.966;
;-6.966;
;-6.966;
;-6.965;
;-6.965;
;-6.964;
;-6.963;
;-6.962;
;-6.962;
;-6.961;
;-6.961;
;-6.961;
;-6.961;
;-6.961;
;-6.961;
;-6.96;
;-6.96;
;-6.96;
;-6.959;
;-6.959;
;-6.959;
;-6.959;
;-6.959;
;-6.958;
;-6.957;
;-6.957;
;-6.956;
;-6.956;
;-6.956;
;-6.955;
;-6.955;
;-6.955;
;-6.955;
;-6.954;
;-6.954;
;-6.954;
;-6.954;
;-6.953;
;-6.953;
;-6.953;
;-6.953;
;-6.953;
;-6.952;
;-6.952;
;-6.952;
;-6.952;
;-6.951;
;-6.951;
;-6.951;
;-6.951;
;-6.951;
;-6.951;
;-6.951;
;-6.951;
;-6.951;
;-6.951;
;-6.95;
;-6.95;
;-6.95;
;-6.95;
;-6.95;
;-6.95;
;-6.95;
;-6.95;
;-6.95;
;-6.95;
;-6.949;
;-6.949;
;-6.949;
;-6.949;
;-6.948;
;-6.948;
;-6.947;
;-6.946;
;-6.945;
;-6.945;
;-6.945;
;-6.945;
;-6.945;
;-6.945;
;-6.945;
;-6.945;
;-6.944;
;-6.944;
;-6.944;
;-6.943;
;-6.943;
;-6.941;
;-6.94;
;-6.94;
;-6.94;
;-6.939;
;-6.939;
;-6.939;
;-6.939;
;-6.939;
;-6.939;
;-6.939;
;-6.938;
;-6.938;
;-6.938;
;-6.938;
;-6.938;
;-6.937;
;-6.937;
;-6.936;
;-6.936;
;-6.935;
;-6.935;
;-6.935;
;-6.935;
;-6.935;
;-6.935;
;-6.934;
;-6.934;
;-6.933;
;-6.933;
;-6.933;
;-6.932;
;-6.932;
;-6.931;
;-6.931;
;-6.931;
;-6.931;
;-6.93;
;-6.928;
;-6.928;
;-6.928;
;-6.927;
;-6.927;
;-6.927;
;-6.926;
;-6.926;
;-6.926;
;-6.926;
;-6.926;
;-6.925;
;-6.925;
;-6.925;
;-6.924;
;-6.924;
;-6.923;
;-6.923;
;-6.923;
;-6.923;
;-6.922;
;-6.921;
;-6.921;
;-6.921;
;-6.92;
;-6.918;
;-6.918;
;-6.918;
;-6.918;
;-6.918;
;-6.918;
;-6.918;
;-6.917;
;-6.917;
;-6.917;
;-6.917;
;-6.917;
;-6.917;
;-6.917;
;-6.916;
;-6.916;
;-6.915;
;-6.913;
;-6.913;
;-6.913;
;-6.912;
;-6.912;
;-6.912;
;-6.912;
;-6.912;
;-6.912;
;-6.911;
;-6.911;
;-6.91;
;-6.909;
;-6.909;
;-6.909;
;-6.909;
;-6.907;
;-6.907;
;-6.906;
;-6.906;
;-6.906;
;-6.905;
;-6.905;
;-6.905;
;-6.905;
;-6.905;
;-6.905;
;-6.905;
;-6.904;
;-6.903;
;-6.903;
;-6.903;
;-6.903;
;-6.902;
;-6.901;
;-6.901;
;-6.901;
;-6.9;
;-6.899;
;-6.897;
;-6.897;
;-6.897;
;-6.897;
;-6.897;
;-6.896;
;-6.896;
;-6.896;
;-6.896;
;-6.895;
;-6.895;
;-6.895;
;-6.894;
;-6.894;
;-6.894;
;-6.894;
;-6.893;
;-6.893;
;-6.892;
;-6.892;
;-6.892;
;-6.891;
;-6.891;
;-6.891;
;-6.891;
;-6.891;
;-6.891;
;-6.891;
;-6.89;
;-6.89;
;-6.89;
;-6.889;
;-6.889;
;-6.889;
;-6.888;
;-6.888;
;-6.888;
;-6.887;
;-6.887;
;-6.887;
;-6.887;
;-6.887;
;-6.886;
;-6.886;
;-6.886;
;-6.885;
;-6.885;
;-6.885;
;-6.885;
;-6.885;
;-6.884;
;-6.883;
;-6.883;
;-6.882;
;-6.882;
;-6.882;
;-6.881;
;-6.881;
;-6.881;
;-6.879;
;-6.879;
;-6.878;
;-6.877;
;-6.877;
;-6.877;
;-6.876;
;-6.876;
;-6.874;
;-6.874;
;-6.874;
;-6.874;
;-6.873;
;-6.872;
;-6.872;
;-6.872;
;-6.872;
;-6.872;
;-6.87;
;-6.87;
;-6.87;
;-6.87;
;-6.869;
;-6.869;
;-6.869;
;-6.868;
;-6.868;
;-6.867;
;-6.867;
;-6.867;
;-6.867;
;-6.867;
;-6.866;
;-6.866;
;-6.866;
;-6.866;
;-6.865;
;-6.865;
;-6.863;
;-6.863;
;-6.862;
;-6.862;
;-6.861;
;-6.861;
;-6.861;
;-6.861;
;-6.861;
;-6.861;
;-6.861;
;-6.861;
;-6.861;
;-6.861;
;-6.86;
;-6.86;
;-6.86;
;-6.859;
;-6.858;
;-6.858;
;-6.858;
;-6.858;
;-6.858;
;-6.858;
;-6.858;
;-6.857;
;-6.857;
;-6.857;
;-6.857;
;-6.856;
;-6.856;
;-6.856;
;-6.856;
;-6.856;
;-6.856;
;-6.855;
;-6.855;
;-6.854;
;-6.854;
;-6.854;
;-6.853;
;-6.853;
;-6.853;
;-6.853;
;-6.852;
;-6.852;
;-6.852;
;-6.852;
;-6.851;
;-6.851;
;-6.85;
;-6.85;
;-6.85;
;-6.85;
;-6.85;
;-6.849;
;-6.849;
;-6.849;
;-6.849;
;-6.849;
;-6.848;
;-6.848;
;-6.847;
;-6.846;
;-6.846;
;-6.845;
;-6.845;
;-6.845;
;-6.844;
;-6.844;
;-6.844;
;-6.844;
;-6.844;
;-6.844;
;-6.843;
;-6.842;
;-6.842;
;-6.842;
;-6.842;
;-6.841;
;-6.84;
;-6.84;
;-6.839;
;-6.839;
;-6.839;
;-6.839;
;-6.839;
;-6.839;
;-6.839;
;-6.839;
;-6.839;
;-6.839;
;-6.838;
;-6.838;
;-6.838;
;-6.837;
;-6.837;
;-6.837;
;-6.837;
;-6.836;
;-6.836;
;-6.836;
;-6.836;
;-6.835;
;-6.835;
;-6.835;
;-6.834;
;-6.834;
;-6.834;
;-6.834;
;-6.834;
;-6.834;
;-6.834;
;-6.834;
;-6.833;
;-6.833;
;-6.833;
;-6.833;
;-6.833;
;-6.832;
;-6.832;
;-6.832;
;-6.831;
;-6.831;
;-6.831;
;-6.83;
;-6.829;
;-6.829;
;-6.829;
;-6.828;
;-6.828;
;-6.828;
;-6.828;
;-6.828;
;-6.828;
;-6.827;
;-6.827;
;-6.827;
;-6.826;
;-6.826;
;-6.825;
;-6.825;
;-6.825;
;-6.824;
;-6.823;
;-6.823;
;-6.823;
;-6.823;
;-6.821;
;-6.82;
;-6.819;
;-6.819;
;-6.819;
;-6.819;
;-6.819;
;-6.818;
;-6.817;
;-6.817;
;-6.816;
;-6.816;
;-6.815;
;-6.815;
;-6.814;
;-6.814;
;-6.814;
;-6.813;
;-6.811;
;-6.811;
;-6.811;
;-6.811;
;-6.811;
;-6.81;
;-6.81;
;-6.81;
;-6.809;
;-6.809;
;-6.809;
;-6.809;
;-6.809;
;-6.809;
;-6.809;
;-6.809;
;-6.809;
;-6.809;
;-6.808;
;-6.808;
;-6.808;
;-6.808;
;-6.807;
;-6.806;
;-6.806;
;-6.805;
;-6.804;
;-6.804;
;-6.804;
;-6.804;
;-6.804;
;-6.804;
;-6.803;
;-6.803;
;-6.803;
;-6.803;
;-6.802;
;-6.802;
;-6.802;
;-6.802;
;-6.799;
;-6.799;
;-6.799;
;-6.799;
;-6.798;
;-6.797;
;-6.796;
;-6.796;
;-6.796;
;-6.796;
;-6.795;
;-6.795;
;-6.795;
;-6.792;
;-6.792;
;-6.792;
;-6.791;
;-6.791;
;-6.791;
;-6.791;
;-6.791;
;-6.791;
;-6.791;
;-6.791;
;-6.791;
;-6.791;
;-6.791;
;-6.79;
;-6.789;
;-6.789;
;-6.788;
;-6.788;
;-6.787;
;-6.787;
;-6.787;
;-6.787;
;-6.787;
;-6.787;
;-6.786;
;-6.786;
;-6.785;
;-6.785;
;-6.784;
;-6.784;
;-6.783;
;-6.783;
;-6.783;
;-6.782;
;-6.782;
;-6.782;
;-6.782;
;-6.781;
;-6.781;
;-6.78;
;-6.78;
;-6.78;
;-6.78;
;-6.78;
;-6.779;
;-6.778;
;-6.777;
;-6.777;
;-6.777;
;-6.776;
;-6.775;
;-6.775;
;-6.773;
;-6.772;
;-6.772;
;-6.772;
;-6.772;
;-6.772;
;-6.771;
;-6.771;
;-6.769;
;-6.769;
;-6.769;
;-6.769;
;-6.767;
;-6.767;
;-6.767;
;-6.767;
;-6.766;
;-6.765;
;-6.765;
;-6.765;
;-6.765;
;-6.764;
;-6.764;
;-6.764;
;-6.764;
;-6.764;
;-6.764;
;-6.763;
;-6.763;
;-6.763;
;-6.762;
;-6.762;
;-6.762;
;-6.762;
;-6.762;
;-6.762;
;-6.762;
;-6.761;
;-6.761;
;-6.761;
;-6.761;
;-6.76;
;-6.759;
;-6.759;
;-6.759;
;-6.759;
;-6.759;
;-6.758;
;-6.758;
;-6.758;
;-6.758;
;-6.758;
;-6.757;
;-6.757;
;-6.757;
;-6.757;
;-6.757;
;-6.757;
;-6.754;
;-6.754;
;-6.754;
;-6.754;
;-6.754;
;-6.754;
;-6.753;
;-6.753;
;-6.753;
;-6.752;
;-6.752;
;-6.752;
;-6.752;
;-6.752;
;-6.752;
;-6.751;
;-6.75;
;-6.75;
;-6.75;
;-6.75;
;-6.75;
;-6.749;
;-6.749;
;-6.749;
;-6.749;
;-6.749;
;-6.749;
;-6.748;
;-6.748;
;-6.747;
;-6.747;
;-6.747;
;-6.746;
;-6.746;
;-6.746;
;-6.746;
;-6.746;
;-6.745;
;-6.745;
;-6.745;
;-6.745;
;-6.745;
;-6.745;
;-6.745;
;-6.744;
;-6.744;
;-6.744;
;-6.743;
;-6.743;
;-6.743;
;-6.743;
;-6.742;
;-6.742;
;-6.741;
;-6.741;
;-6.741;
;-6.74;
;-6.74;
;-6.739;
;-6.739;
;-6.739;
;-6.739;
;-6.739;
;-6.739;
;-6.738;
;-6.737;
;-6.737;
;-6.736;
;-6.735;
;-6.735;
;-6.735;
